"ym","mdl","variable","value"
2016-01-01,"comm","V31",6174
2016-02-01,"comm","V31",6481
2016-03-01,"comm","V31",6816
2016-04-01,"comm","V31",7157
2016-05-01,"comm","V31",7579
2016-06-01,"comm","V31",8001
2016-07-01,"comm","V31",8441
2016-08-01,"comm","V31",8914
2016-09-01,"comm","V31",9382
2016-10-01,"comm","V31",9938
2016-11-01,"comm","V31",10451
2016-12-01,"comm","V31",11003
2017-01-01,"comm","V31",11374
2017-02-01,"comm","V31",11819
2017-03-01,"comm","V31",12287
2017-04-01,"comm","V31",12714
2017-05-01,"comm","V31",13155
2017-06-01,"comm","V31",13694
2017-07-01,"comm","V31",14253
2017-08-01,"comm","V31",14742
2017-09-01,"comm","V31",15275
2017-10-01,"comm","V31",15716
2017-11-01,"comm","V31",16253
2017-12-01,"comm","V31",16900
2018-01-01,"comm","V31",17091
2018-02-01,"comm","V31",17379
2018-03-01,"comm","V31",17725
2018-04-01,"comm","V31",17985
2018-05-01,"comm","V31",18326
2018-06-01,"comm","V31",18626
2018-07-01,"comm","V31",19015
2018-08-01,"comm","V31",19286
2018-09-01,"comm","V31",19622
2018-10-01,"comm","V31",19953
2018-11-01,"comm","V31",20243
2018-12-01,"comm","V31",20677
2016-01-01,"comm","V32",6174
2016-02-01,"comm","V32",6499
2016-03-01,"comm","V32",6839
2016-04-01,"comm","V32",7206
2016-05-01,"comm","V32",7588
2016-06-01,"comm","V32",8014
2016-07-01,"comm","V32",8461
2016-08-01,"comm","V32",8918
2016-09-01,"comm","V32",9377
2016-10-01,"comm","V32",9908
2016-11-01,"comm","V32",10454
2016-12-01,"comm","V32",11050
2017-01-01,"comm","V32",11453
2017-02-01,"comm","V32",11866
2017-03-01,"comm","V32",12287
2017-04-01,"comm","V32",12728
2017-05-01,"comm","V32",13117
2017-06-01,"comm","V32",13586
2017-07-01,"comm","V32",14079
2017-08-01,"comm","V32",14661
2017-09-01,"comm","V32",15232
2017-10-01,"comm","V32",15819
2017-11-01,"comm","V32",16318
2017-12-01,"comm","V32",16994
2018-01-01,"comm","V32",17410
2018-02-01,"comm","V32",17780
2018-03-01,"comm","V32",18103
2018-04-01,"comm","V32",18522
2018-05-01,"comm","V32",18843
2018-06-01,"comm","V32",19206
2018-07-01,"comm","V32",19557
2018-08-01,"comm","V32",19958
2018-09-01,"comm","V32",20352
2018-10-01,"comm","V32",20642
2018-11-01,"comm","V32",21148
2018-12-01,"comm","V32",21546
2016-01-01,"comm","V33",6174
2016-02-01,"comm","V33",6487
2016-03-01,"comm","V33",6832
2016-04-01,"comm","V33",7189
2016-05-01,"comm","V33",7565
2016-06-01,"comm","V33",7973
2016-07-01,"comm","V33",8381
2016-08-01,"comm","V33",8817
2016-09-01,"comm","V33",9351
2016-10-01,"comm","V33",9895
2016-11-01,"comm","V33",10438
2016-12-01,"comm","V33",11004
2017-01-01,"comm","V33",11457
2017-02-01,"comm","V33",11859
2017-03-01,"comm","V33",12307
2017-04-01,"comm","V33",12715
2017-05-01,"comm","V33",13164
2017-06-01,"comm","V33",13616
2017-07-01,"comm","V33",14144
2017-08-01,"comm","V33",14618
2017-09-01,"comm","V33",15120
2017-10-01,"comm","V33",15660
2017-11-01,"comm","V33",16257
2017-12-01,"comm","V33",16834
2018-01-01,"comm","V33",17115
2018-02-01,"comm","V33",17463
2018-03-01,"comm","V33",17734
2018-04-01,"comm","V33",18082
2018-05-01,"comm","V33",18468
2018-06-01,"comm","V33",18763
2018-07-01,"comm","V33",19023
2018-08-01,"comm","V33",19387
2018-09-01,"comm","V33",19713
2018-10-01,"comm","V33",20064
2018-11-01,"comm","V33",20391
2018-12-01,"comm","V33",20610
2016-01-01,"comm","V34",6174
2016-02-01,"comm","V34",6522
2016-03-01,"comm","V34",6853
2016-04-01,"comm","V34",7207
2016-05-01,"comm","V34",7578
2016-06-01,"comm","V34",8006
2016-07-01,"comm","V34",8420
2016-08-01,"comm","V34",8888
2016-09-01,"comm","V34",9394
2016-10-01,"comm","V34",9913
2016-11-01,"comm","V34",10467
2016-12-01,"comm","V34",11026
2017-01-01,"comm","V34",11437
2017-02-01,"comm","V34",11808
2017-03-01,"comm","V34",12261
2017-04-01,"comm","V34",12705
2017-05-01,"comm","V34",13123
2017-06-01,"comm","V34",13585
2017-07-01,"comm","V34",14096
2017-08-01,"comm","V34",14570
2017-09-01,"comm","V34",15188
2017-10-01,"comm","V34",15793
2017-11-01,"comm","V34",16331
2017-12-01,"comm","V34",16953
2018-01-01,"comm","V34",17200
2018-02-01,"comm","V34",17387
2018-03-01,"comm","V34",17682
2018-04-01,"comm","V34",17921
2018-05-01,"comm","V34",18154
2018-06-01,"comm","V34",18515
2018-07-01,"comm","V34",18822
2018-08-01,"comm","V34",19100
2018-09-01,"comm","V34",19477
2018-10-01,"comm","V34",19901
2018-11-01,"comm","V34",20357
2018-12-01,"comm","V34",20738
2016-01-01,"comm","V35",6174
2016-02-01,"comm","V35",6507
2016-03-01,"comm","V35",6858
2016-04-01,"comm","V35",7203
2016-05-01,"comm","V35",7569
2016-06-01,"comm","V35",7952
2016-07-01,"comm","V35",8356
2016-08-01,"comm","V35",8839
2016-09-01,"comm","V35",9299
2016-10-01,"comm","V35",9783
2016-11-01,"comm","V35",10295
2016-12-01,"comm","V35",10795
2017-01-01,"comm","V35",11236
2017-02-01,"comm","V35",11557
2017-03-01,"comm","V35",11951
2017-04-01,"comm","V35",12402
2017-05-01,"comm","V35",12885
2017-06-01,"comm","V35",13346
2017-07-01,"comm","V35",13862
2017-08-01,"comm","V35",14407
2017-09-01,"comm","V35",15004
2017-10-01,"comm","V35",15534
2017-11-01,"comm","V35",16079
2017-12-01,"comm","V35",16728
2018-01-01,"comm","V35",17073
2018-02-01,"comm","V35",17282
2018-03-01,"comm","V35",17513
2018-04-01,"comm","V35",17870
2018-05-01,"comm","V35",18211
2018-06-01,"comm","V35",18543
2018-07-01,"comm","V35",18850
2018-08-01,"comm","V35",19239
2018-09-01,"comm","V35",19609
2018-10-01,"comm","V35",19948
2018-11-01,"comm","V35",20304
2018-12-01,"comm","V35",20715
2016-01-01,"comm","V36",6174
2016-02-01,"comm","V36",6494
2016-03-01,"comm","V36",6836
2016-04-01,"comm","V36",7225
2016-05-01,"comm","V36",7568
2016-06-01,"comm","V36",7954
2016-07-01,"comm","V36",8372
2016-08-01,"comm","V36",8862
2016-09-01,"comm","V36",9330
2016-10-01,"comm","V36",9818
2016-11-01,"comm","V36",10347
2016-12-01,"comm","V36",10938
2017-01-01,"comm","V36",11392
2017-02-01,"comm","V36",11868
2017-03-01,"comm","V36",12313
2017-04-01,"comm","V36",12715
2017-05-01,"comm","V36",13157
2017-06-01,"comm","V36",13557
2017-07-01,"comm","V36",13980
2017-08-01,"comm","V36",14428
2017-09-01,"comm","V36",14899
2017-10-01,"comm","V36",15397
2017-11-01,"comm","V36",15938
2017-12-01,"comm","V36",16535
2018-01-01,"comm","V36",16860
2018-02-01,"comm","V36",17129
2018-03-01,"comm","V36",17410
2018-04-01,"comm","V36",17725
2018-05-01,"comm","V36",18067
2018-06-01,"comm","V36",18391
2018-07-01,"comm","V36",18736
2018-08-01,"comm","V36",18950
2018-09-01,"comm","V36",19254
2018-10-01,"comm","V36",19587
2018-11-01,"comm","V36",19873
2018-12-01,"comm","V36",20195
2016-01-01,"comm","V37",6174
2016-02-01,"comm","V37",6509
2016-03-01,"comm","V37",6849
2016-04-01,"comm","V37",7229
2016-05-01,"comm","V37",7605
2016-06-01,"comm","V37",8021
2016-07-01,"comm","V37",8456
2016-08-01,"comm","V37",8913
2016-09-01,"comm","V37",9443
2016-10-01,"comm","V37",9962
2016-11-01,"comm","V37",10489
2016-12-01,"comm","V37",11082
2017-01-01,"comm","V37",11509
2017-02-01,"comm","V37",11934
2017-03-01,"comm","V37",12349
2017-04-01,"comm","V37",12836
2017-05-01,"comm","V37",13311
2017-06-01,"comm","V37",13794
2017-07-01,"comm","V37",14297
2017-08-01,"comm","V37",14824
2017-09-01,"comm","V37",15370
2017-10-01,"comm","V37",15972
2017-11-01,"comm","V37",16574
2017-12-01,"comm","V37",17241
2018-01-01,"comm","V37",17577
2018-02-01,"comm","V37",17860
2018-03-01,"comm","V37",18149
2018-04-01,"comm","V37",18448
2018-05-01,"comm","V37",18840
2018-06-01,"comm","V37",19157
2018-07-01,"comm","V37",19586
2018-08-01,"comm","V37",19893
2018-09-01,"comm","V37",20381
2018-10-01,"comm","V37",20694
2018-11-01,"comm","V37",21111
2018-12-01,"comm","V37",21451
2016-01-01,"comm","V38",6174
2016-02-01,"comm","V38",6509
2016-03-01,"comm","V38",6879
2016-04-01,"comm","V38",7227
2016-05-01,"comm","V38",7606
2016-06-01,"comm","V38",8041
2016-07-01,"comm","V38",8459
2016-08-01,"comm","V38",8895
2016-09-01,"comm","V38",9379
2016-10-01,"comm","V38",9871
2016-11-01,"comm","V38",10404
2016-12-01,"comm","V38",10964
2017-01-01,"comm","V38",11318
2017-02-01,"comm","V38",11755
2017-03-01,"comm","V38",12119
2017-04-01,"comm","V38",12515
2017-05-01,"comm","V38",12925
2017-06-01,"comm","V38",13409
2017-07-01,"comm","V38",13944
2017-08-01,"comm","V38",14442
2017-09-01,"comm","V38",15015
2017-10-01,"comm","V38",15569
2017-11-01,"comm","V38",16064
2017-12-01,"comm","V38",16675
2018-01-01,"comm","V38",17056
2018-02-01,"comm","V38",17383
2018-03-01,"comm","V38",17688
2018-04-01,"comm","V38",18006
2018-05-01,"comm","V38",18398
2018-06-01,"comm","V38",18773
2018-07-01,"comm","V38",19115
2018-08-01,"comm","V38",19499
2018-09-01,"comm","V38",19890
2018-10-01,"comm","V38",20233
2018-11-01,"comm","V38",20583
2018-12-01,"comm","V38",21031
2016-01-01,"comm","V39",6174
2016-02-01,"comm","V39",6517
2016-03-01,"comm","V39",6867
2016-04-01,"comm","V39",7226
2016-05-01,"comm","V39",7608
2016-06-01,"comm","V39",8012
2016-07-01,"comm","V39",8422
2016-08-01,"comm","V39",8914
2016-09-01,"comm","V39",9334
2016-10-01,"comm","V39",9796
2016-11-01,"comm","V39",10355
2016-12-01,"comm","V39",10899
2017-01-01,"comm","V39",11295
2017-02-01,"comm","V39",11656
2017-03-01,"comm","V39",12049
2017-04-01,"comm","V39",12465
2017-05-01,"comm","V39",12926
2017-06-01,"comm","V39",13401
2017-07-01,"comm","V39",13935
2017-08-01,"comm","V39",14445
2017-09-01,"comm","V39",14945
2017-10-01,"comm","V39",15552
2017-11-01,"comm","V39",16168
2017-12-01,"comm","V39",16719
2018-01-01,"comm","V39",17085
2018-02-01,"comm","V39",17411
2018-03-01,"comm","V39",17758
2018-04-01,"comm","V39",18073
2018-05-01,"comm","V39",18415
2018-06-01,"comm","V39",18754
2018-07-01,"comm","V39",19047
2018-08-01,"comm","V39",19339
2018-09-01,"comm","V39",19639
2018-10-01,"comm","V39",20031
2018-11-01,"comm","V39",20415
2018-12-01,"comm","V39",20696
2016-01-01,"comm","V40",6174
2016-02-01,"comm","V40",6540
2016-03-01,"comm","V40",6891
2016-04-01,"comm","V40",7289
2016-05-01,"comm","V40",7673
2016-06-01,"comm","V40",8101
2016-07-01,"comm","V40",8554
2016-08-01,"comm","V40",9015
2016-09-01,"comm","V40",9493
2016-10-01,"comm","V40",10053
2016-11-01,"comm","V40",10571
2016-12-01,"comm","V40",11114
2017-01-01,"comm","V40",11543
2017-02-01,"comm","V40",11960
2017-03-01,"comm","V40",12367
2017-04-01,"comm","V40",12807
2017-05-01,"comm","V40",13253
2017-06-01,"comm","V40",13765
2017-07-01,"comm","V40",14339
2017-08-01,"comm","V40",14821
2017-09-01,"comm","V40",15371
2017-10-01,"comm","V40",15926
2017-11-01,"comm","V40",16521
2017-12-01,"comm","V40",17146
2018-01-01,"comm","V40",17447
2018-02-01,"comm","V40",17757
2018-03-01,"comm","V40",18169
2018-04-01,"comm","V40",18465
2018-05-01,"comm","V40",18757
2018-06-01,"comm","V40",19114
2018-07-01,"comm","V40",19528
2018-08-01,"comm","V40",19887
2018-09-01,"comm","V40",20257
2018-10-01,"comm","V40",20461
2018-11-01,"comm","V40",20745
2018-12-01,"comm","V40",21180
2016-01-01,"comm","V41",6174
2016-02-01,"comm","V41",6509
2016-03-01,"comm","V41",6848
2016-04-01,"comm","V41",7199
2016-05-01,"comm","V41",7602
2016-06-01,"comm","V41",8019
2016-07-01,"comm","V41",8425
2016-08-01,"comm","V41",8861
2016-09-01,"comm","V41",9370
2016-10-01,"comm","V41",9861
2016-11-01,"comm","V41",10394
2016-12-01,"comm","V41",10995
2017-01-01,"comm","V41",11368
2017-02-01,"comm","V41",11778
2017-03-01,"comm","V41",12176
2017-04-01,"comm","V41",12607
2017-05-01,"comm","V41",13086
2017-06-01,"comm","V41",13594
2017-07-01,"comm","V41",14110
2017-08-01,"comm","V41",14599
2017-09-01,"comm","V41",15117
2017-10-01,"comm","V41",15739
2017-11-01,"comm","V41",16255
2017-12-01,"comm","V41",16801
2018-01-01,"comm","V41",17118
2018-02-01,"comm","V41",17416
2018-03-01,"comm","V41",17816
2018-04-01,"comm","V41",18165
2018-05-01,"comm","V41",18498
2018-06-01,"comm","V41",18842
2018-07-01,"comm","V41",19227
2018-08-01,"comm","V41",19499
2018-09-01,"comm","V41",19837
2018-10-01,"comm","V41",20274
2018-11-01,"comm","V41",20680
2018-12-01,"comm","V41",21021
2016-01-01,"comm","V42",6174
2016-02-01,"comm","V42",6511
2016-03-01,"comm","V42",6859
2016-04-01,"comm","V42",7227
2016-05-01,"comm","V42",7599
2016-06-01,"comm","V42",7990
2016-07-01,"comm","V42",8414
2016-08-01,"comm","V42",8891
2016-09-01,"comm","V42",9363
2016-10-01,"comm","V42",9870
2016-11-01,"comm","V42",10398
2016-12-01,"comm","V42",10975
2017-01-01,"comm","V42",11333
2017-02-01,"comm","V42",11763
2017-03-01,"comm","V42",12188
2017-04-01,"comm","V42",12645
2017-05-01,"comm","V42",13145
2017-06-01,"comm","V42",13665
2017-07-01,"comm","V42",14184
2017-08-01,"comm","V42",14655
2017-09-01,"comm","V42",15107
2017-10-01,"comm","V42",15704
2017-11-01,"comm","V42",16220
2017-12-01,"comm","V42",16796
2018-01-01,"comm","V42",17039
2018-02-01,"comm","V42",17355
2018-03-01,"comm","V42",17738
2018-04-01,"comm","V42",18028
2018-05-01,"comm","V42",18366
2018-06-01,"comm","V42",18552
2018-07-01,"comm","V42",18839
2018-08-01,"comm","V42",19187
2018-09-01,"comm","V42",19513
2018-10-01,"comm","V42",19949
2018-11-01,"comm","V42",20377
2018-12-01,"comm","V42",20667
2016-01-01,"comm","V43",6174
2016-02-01,"comm","V43",6509
2016-03-01,"comm","V43",6836
2016-04-01,"comm","V43",7190
2016-05-01,"comm","V43",7564
2016-06-01,"comm","V43",7963
2016-07-01,"comm","V43",8380
2016-08-01,"comm","V43",8793
2016-09-01,"comm","V43",9304
2016-10-01,"comm","V43",9789
2016-11-01,"comm","V43",10306
2016-12-01,"comm","V43",10874
2017-01-01,"comm","V43",11282
2017-02-01,"comm","V43",11705
2017-03-01,"comm","V43",12059
2017-04-01,"comm","V43",12458
2017-05-01,"comm","V43",12867
2017-06-01,"comm","V43",13370
2017-07-01,"comm","V43",13812
2017-08-01,"comm","V43",14344
2017-09-01,"comm","V43",14929
2017-10-01,"comm","V43",15500
2017-11-01,"comm","V43",16094
2017-12-01,"comm","V43",16713
2018-01-01,"comm","V43",17010
2018-02-01,"comm","V43",17293
2018-03-01,"comm","V43",17596
2018-04-01,"comm","V43",17946
2018-05-01,"comm","V43",18180
2018-06-01,"comm","V43",18451
2018-07-01,"comm","V43",18816
2018-08-01,"comm","V43",19145
2018-09-01,"comm","V43",19545
2018-10-01,"comm","V43",19989
2018-11-01,"comm","V43",20427
2018-12-01,"comm","V43",20852
2016-01-01,"comm","V44",6174
2016-02-01,"comm","V44",6524
2016-03-01,"comm","V44",6851
2016-04-01,"comm","V44",7234
2016-05-01,"comm","V44",7588
2016-06-01,"comm","V44",8039
2016-07-01,"comm","V44",8488
2016-08-01,"comm","V44",8930
2016-09-01,"comm","V44",9401
2016-10-01,"comm","V44",9907
2016-11-01,"comm","V44",10453
2016-12-01,"comm","V44",10998
2017-01-01,"comm","V44",11411
2017-02-01,"comm","V44",11775
2017-03-01,"comm","V44",12204
2017-04-01,"comm","V44",12660
2017-05-01,"comm","V44",13132
2017-06-01,"comm","V44",13663
2017-07-01,"comm","V44",14183
2017-08-01,"comm","V44",14678
2017-09-01,"comm","V44",15219
2017-10-01,"comm","V44",15775
2017-11-01,"comm","V44",16360
2017-12-01,"comm","V44",16883
2018-01-01,"comm","V44",17102
2018-02-01,"comm","V44",17395
2018-03-01,"comm","V44",17691
2018-04-01,"comm","V44",18060
2018-05-01,"comm","V44",18347
2018-06-01,"comm","V44",18653
2018-07-01,"comm","V44",18955
2018-08-01,"comm","V44",19261
2018-09-01,"comm","V44",19716
2018-10-01,"comm","V44",20017
2018-11-01,"comm","V44",20309
2018-12-01,"comm","V44",20757
2016-01-01,"comm","V45",6174
2016-02-01,"comm","V45",6503
2016-03-01,"comm","V45",6853
2016-04-01,"comm","V45",7233
2016-05-01,"comm","V45",7605
2016-06-01,"comm","V45",8024
2016-07-01,"comm","V45",8409
2016-08-01,"comm","V45",8800
2016-09-01,"comm","V45",9275
2016-10-01,"comm","V45",9758
2016-11-01,"comm","V45",10304
2016-12-01,"comm","V45",10795
2017-01-01,"comm","V45",11256
2017-02-01,"comm","V45",11665
2017-03-01,"comm","V45",12090
2017-04-01,"comm","V45",12518
2017-05-01,"comm","V45",12958
2017-06-01,"comm","V45",13402
2017-07-01,"comm","V45",13866
2017-08-01,"comm","V45",14286
2017-09-01,"comm","V45",14806
2017-10-01,"comm","V45",15318
2017-11-01,"comm","V45",15825
2017-12-01,"comm","V45",16356
2018-01-01,"comm","V45",16620
2018-02-01,"comm","V45",16950
2018-03-01,"comm","V45",17228
2018-04-01,"comm","V45",17633
2018-05-01,"comm","V45",17962
2018-06-01,"comm","V45",18274
2018-07-01,"comm","V45",18592
2018-08-01,"comm","V45",18973
2018-09-01,"comm","V45",19309
2018-10-01,"comm","V45",19695
2018-11-01,"comm","V45",19936
2018-12-01,"comm","V45",20269
2016-01-01,"comm","V46",6174
2016-02-01,"comm","V46",6505
2016-03-01,"comm","V46",6857
2016-04-01,"comm","V46",7162
2016-05-01,"comm","V46",7550
2016-06-01,"comm","V46",7986
2016-07-01,"comm","V46",8423
2016-08-01,"comm","V46",8921
2016-09-01,"comm","V46",9403
2016-10-01,"comm","V46",9955
2016-11-01,"comm","V46",10451
2016-12-01,"comm","V46",10990
2017-01-01,"comm","V46",11411
2017-02-01,"comm","V46",11844
2017-03-01,"comm","V46",12267
2017-04-01,"comm","V46",12736
2017-05-01,"comm","V46",13175
2017-06-01,"comm","V46",13672
2017-07-01,"comm","V46",14121
2017-08-01,"comm","V46",14636
2017-09-01,"comm","V46",15256
2017-10-01,"comm","V46",15865
2017-11-01,"comm","V46",16454
2017-12-01,"comm","V46",17003
2018-01-01,"comm","V46",17370
2018-02-01,"comm","V46",17646
2018-03-01,"comm","V46",17872
2018-04-01,"comm","V46",18192
2018-05-01,"comm","V46",18495
2018-06-01,"comm","V46",18805
2018-07-01,"comm","V46",19186
2018-08-01,"comm","V46",19631
2018-09-01,"comm","V46",19959
2018-10-01,"comm","V46",20193
2018-11-01,"comm","V46",20497
2018-12-01,"comm","V46",20788
2016-01-01,"comm","V47",6174
2016-02-01,"comm","V47",6497
2016-03-01,"comm","V47",6822
2016-04-01,"comm","V47",7188
2016-05-01,"comm","V47",7604
2016-06-01,"comm","V47",8002
2016-07-01,"comm","V47",8435
2016-08-01,"comm","V47",8881
2016-09-01,"comm","V47",9385
2016-10-01,"comm","V47",9885
2016-11-01,"comm","V47",10398
2016-12-01,"comm","V47",10986
2017-01-01,"comm","V47",11398
2017-02-01,"comm","V47",11761
2017-03-01,"comm","V47",12203
2017-04-01,"comm","V47",12619
2017-05-01,"comm","V47",13091
2017-06-01,"comm","V47",13531
2017-07-01,"comm","V47",13989
2017-08-01,"comm","V47",14515
2017-09-01,"comm","V47",15060
2017-10-01,"comm","V47",15715
2017-11-01,"comm","V47",16312
2017-12-01,"comm","V47",16972
2018-01-01,"comm","V47",17270
2018-02-01,"comm","V47",17576
2018-03-01,"comm","V47",17890
2018-04-01,"comm","V47",18107
2018-05-01,"comm","V47",18503
2018-06-01,"comm","V47",18731
2018-07-01,"comm","V47",19070
2018-08-01,"comm","V47",19433
2018-09-01,"comm","V47",19748
2018-10-01,"comm","V47",20045
2018-11-01,"comm","V47",20324
2018-12-01,"comm","V47",20934
2016-01-01,"comm","V48",6174
2016-02-01,"comm","V48",6502
2016-03-01,"comm","V48",6883
2016-04-01,"comm","V48",7272
2016-05-01,"comm","V48",7660
2016-06-01,"comm","V48",8131
2016-07-01,"comm","V48",8579
2016-08-01,"comm","V48",9028
2016-09-01,"comm","V48",9528
2016-10-01,"comm","V48",10043
2016-11-01,"comm","V48",10595
2016-12-01,"comm","V48",11175
2017-01-01,"comm","V48",11614
2017-02-01,"comm","V48",12035
2017-03-01,"comm","V48",12457
2017-04-01,"comm","V48",12979
2017-05-01,"comm","V48",13486
2017-06-01,"comm","V48",13985
2017-07-01,"comm","V48",14504
2017-08-01,"comm","V48",15022
2017-09-01,"comm","V48",15566
2017-10-01,"comm","V48",16112
2017-11-01,"comm","V48",16765
2017-12-01,"comm","V48",17426
2018-01-01,"comm","V48",17719
2018-02-01,"comm","V48",18099
2018-03-01,"comm","V48",18377
2018-04-01,"comm","V48",18728
2018-05-01,"comm","V48",19088
2018-06-01,"comm","V48",19489
2018-07-01,"comm","V48",19810
2018-08-01,"comm","V48",20122
2018-09-01,"comm","V48",20416
2018-10-01,"comm","V48",20806
2018-11-01,"comm","V48",21160
2018-12-01,"comm","V48",21540
2016-01-01,"comm","V49",6174
2016-02-01,"comm","V49",6513
2016-03-01,"comm","V49",6885
2016-04-01,"comm","V49",7263
2016-05-01,"comm","V49",7709
2016-06-01,"comm","V49",8094
2016-07-01,"comm","V49",8577
2016-08-01,"comm","V49",8986
2016-09-01,"comm","V49",9455
2016-10-01,"comm","V49",9968
2016-11-01,"comm","V49",10526
2016-12-01,"comm","V49",11062
2017-01-01,"comm","V49",11431
2017-02-01,"comm","V49",11841
2017-03-01,"comm","V49",12287
2017-04-01,"comm","V49",12739
2017-05-01,"comm","V49",13180
2017-06-01,"comm","V49",13678
2017-07-01,"comm","V49",14193
2017-08-01,"comm","V49",14719
2017-09-01,"comm","V49",15292
2017-10-01,"comm","V49",15849
2017-11-01,"comm","V49",16456
2017-12-01,"comm","V49",17028
2018-01-01,"comm","V49",17347
2018-02-01,"comm","V49",17635
2018-03-01,"comm","V49",17976
2018-04-01,"comm","V49",18345
2018-05-01,"comm","V49",18612
2018-06-01,"comm","V49",18959
2018-07-01,"comm","V49",19323
2018-08-01,"comm","V49",19782
2018-09-01,"comm","V49",20132
2018-10-01,"comm","V49",20592
2018-11-01,"comm","V49",20772
2018-12-01,"comm","V49",21070
2016-01-01,"comm","V50",6174
2016-02-01,"comm","V50",6482
2016-03-01,"comm","V50",6843
2016-04-01,"comm","V50",7212
2016-05-01,"comm","V50",7582
2016-06-01,"comm","V50",8004
2016-07-01,"comm","V50",8432
2016-08-01,"comm","V50",8998
2016-09-01,"comm","V50",9487
2016-10-01,"comm","V50",10000
2016-11-01,"comm","V50",10547
2016-12-01,"comm","V50",11099
2017-01-01,"comm","V50",11510
2017-02-01,"comm","V50",11950
2017-03-01,"comm","V50",12365
2017-04-01,"comm","V50",12837
2017-05-01,"comm","V50",13319
2017-06-01,"comm","V50",13853
2017-07-01,"comm","V50",14373
2017-08-01,"comm","V50",14882
2017-09-01,"comm","V50",15399
2017-10-01,"comm","V50",15984
2017-11-01,"comm","V50",16625
2017-12-01,"comm","V50",17187
2018-01-01,"comm","V50",17452
2018-02-01,"comm","V50",17775
2018-03-01,"comm","V50",17979
2018-04-01,"comm","V50",18363
2018-05-01,"comm","V50",18551
2018-06-01,"comm","V50",18865
2018-07-01,"comm","V50",19181
2018-08-01,"comm","V50",19406
2018-09-01,"comm","V50",19863
2018-10-01,"comm","V50",20203
2018-11-01,"comm","V50",20544
2018-12-01,"comm","V50",20970
2016-01-01,"comm","V51",6174
2016-02-01,"comm","V51",6536
2016-03-01,"comm","V51",6862
2016-04-01,"comm","V51",7228
2016-05-01,"comm","V51",7651
2016-06-01,"comm","V51",8071
2016-07-01,"comm","V51",8505
2016-08-01,"comm","V51",8901
2016-09-01,"comm","V51",9346
2016-10-01,"comm","V51",9848
2016-11-01,"comm","V51",10385
2016-12-01,"comm","V51",10917
2017-01-01,"comm","V51",11313
2017-02-01,"comm","V51",11778
2017-03-01,"comm","V51",12189
2017-04-01,"comm","V51",12585
2017-05-01,"comm","V51",12996
2017-06-01,"comm","V51",13507
2017-07-01,"comm","V51",13970
2017-08-01,"comm","V51",14452
2017-09-01,"comm","V51",15076
2017-10-01,"comm","V51",15621
2017-11-01,"comm","V51",16235
2017-12-01,"comm","V51",16816
2018-01-01,"comm","V51",17120
2018-02-01,"comm","V51",17424
2018-03-01,"comm","V51",17724
2018-04-01,"comm","V51",18057
2018-05-01,"comm","V51",18376
2018-06-01,"comm","V51",18702
2018-07-01,"comm","V51",19058
2018-08-01,"comm","V51",19370
2018-09-01,"comm","V51",19796
2018-10-01,"comm","V51",20094
2018-11-01,"comm","V51",20466
2018-12-01,"comm","V51",20820
2016-01-01,"comm","V52",6174
2016-02-01,"comm","V52",6525
2016-03-01,"comm","V52",6888
2016-04-01,"comm","V52",7244
2016-05-01,"comm","V52",7600
2016-06-01,"comm","V52",7990
2016-07-01,"comm","V52",8428
2016-08-01,"comm","V52",8868
2016-09-01,"comm","V52",9356
2016-10-01,"comm","V52",9830
2016-11-01,"comm","V52",10370
2016-12-01,"comm","V52",10905
2017-01-01,"comm","V52",11268
2017-02-01,"comm","V52",11651
2017-03-01,"comm","V52",12103
2017-04-01,"comm","V52",12504
2017-05-01,"comm","V52",12970
2017-06-01,"comm","V52",13314
2017-07-01,"comm","V52",13787
2017-08-01,"comm","V52",14383
2017-09-01,"comm","V52",14863
2017-10-01,"comm","V52",15355
2017-11-01,"comm","V52",15782
2017-12-01,"comm","V52",16304
2018-01-01,"comm","V52",16660
2018-02-01,"comm","V52",17024
2018-03-01,"comm","V52",17367
2018-04-01,"comm","V52",17736
2018-05-01,"comm","V52",18063
2018-06-01,"comm","V52",18328
2018-07-01,"comm","V52",18667
2018-08-01,"comm","V52",19015
2018-09-01,"comm","V52",19375
2018-10-01,"comm","V52",19676
2018-11-01,"comm","V52",20016
2018-12-01,"comm","V52",20387
2016-01-01,"comm","V53",6174
2016-02-01,"comm","V53",6502
2016-03-01,"comm","V53",6858
2016-04-01,"comm","V53",7248
2016-05-01,"comm","V53",7640
2016-06-01,"comm","V53",8058
2016-07-01,"comm","V53",8467
2016-08-01,"comm","V53",8930
2016-09-01,"comm","V53",9404
2016-10-01,"comm","V53",9956
2016-11-01,"comm","V53",10492
2016-12-01,"comm","V53",11070
2017-01-01,"comm","V53",11479
2017-02-01,"comm","V53",11920
2017-03-01,"comm","V53",12339
2017-04-01,"comm","V53",12740
2017-05-01,"comm","V53",13244
2017-06-01,"comm","V53",13723
2017-07-01,"comm","V53",14228
2017-08-01,"comm","V53",14841
2017-09-01,"comm","V53",15449
2017-10-01,"comm","V53",16058
2017-11-01,"comm","V53",16659
2017-12-01,"comm","V53",17322
2018-01-01,"comm","V53",17617
2018-02-01,"comm","V53",17987
2018-03-01,"comm","V53",18166
2018-04-01,"comm","V53",18527
2018-05-01,"comm","V53",18875
2018-06-01,"comm","V53",19256
